"Medium","Species","MaxOD","MaxOD_sd","Rate","Rate_sd"
"4","D._piger",0,NA,0,NA
"4","E._lenta",0,NA,0,NA
"4","E._rectale",0,NA,0,NA
"4","E._siraeum",0,NA,0,NA
"4","F._nucleatum_subsp._animalis",0,NA,0,NA
"4","F._nucleatum_subsp._nucleatum",0,NA,0,NA
"4","H._parainfluenzae",0.283833333333333,0.109888959105696,0.0315505029564163,0.0147431976710378
"4","L._gasseri",0,NA,0,NA
"4","L._lactis",0.4755,0.15019737015008,0.177655653617607,0.026681709085657
"4","L._paracasei",0.4365,0.0603800463729534,0.0723284994967285,0.00810752352238913
"4","L._plantarum",0.949166666666667,0.121996243111554,0.25934556492897,0.0653037729838435
"4","P._copri",0.81975,0.153795724908074,0.080804558,0.0159939408034278
"4","C._difficile",0.267,0.0540277706369604,0.0400820791550187,0.0193160534050075
"4","P._melaninogenica",0,NA,0,NA
"4","R._gnavus",0.50625,0.114363091365469,0.0817222089814038,0.0285412076782469
"4","S._salivarius",0.727666666666667,0.124032589803379,0.308336883243488,0.0690339976329698
"5","A._odontolyticus",1.315,0.281428498912246,0.070770905,0.00706078647926702
"5","B._adolescentis",0.968666666666667,0.154091963883044,0.213001480732748,0.0499228557451734
"5","B._crossotus",0,NA,0,NA
"5","B._hansenii",1.28983333333333,0.434411767029086,0.328076724396223,0.177986995093275
"5","B._longum_subsp._longum",0,NA,0,NA
"5","B._thetaiotaomicron",0.5635,0.137641745121166,0.0453541698445161,0.0194713979850785
"5","B._uniformis",0.6825,0.282027037710926,0.102372358314899,0.0935810586245994
"5","B._vulgatus",0.8655,0.0257342184649156,0.200182547118564,0.00810408250953323
"5","C._bolteae",0,NA,0,NA
"5","C._comes",1.06625,0.148885582467433,0.20006983614198,0.0957759220489343
"5","C._perfringens_S107",0.901666666666667,0.167583809878321,0.382466089949154,0.117925709879036
"5","C._ramosum",0.966333333333333,0.284911097244971,0.173169203251583,0.102425122406469
"5","C._saccharolyticum",1.1364,0.227348411034694,0.199372530049734,0.0629128063239317
"5","D._piger",0,NA,0,NA
"5","E._lenta",0,NA,0,NA
"5","E._rectale",0,NA,0,NA
"5","E._siraeum",0,NA,0,NA
"5","F._nucleatum_subsp._animalis",0,NA,0,NA
"5","F._nucleatum_subsp._nucleatum",0.3485,0.262336615820209,0.0434378725,0.0489121055266412
"5","H._parainfluenzae",0,NA,0,NA
"5","L._gasseri",0,NA,0,NA
"5","L._lactis",0.8,0.172502173899345,0.213920852926066,0.0669786755736814
"5","L._paracasei",0.704666666666667,0.0341955162752858,0.115519971089931,0.00336746581806668
"5","L._plantarum",0.975833333333333,0.0870004789258848,0.358568841767886,0.117779820058877
"5","P._copri",0,NA,0,NA
"5","C._difficile",0.374666666666667,0.0320052079095471,0.074184822784212,0.0150060445106644
"5","P._melaninogenica",0,NA,0,NA
"5","R._gnavus",0.84825,0.0270601182554696,0.231705529483253,0.0206781691913195
"5","S._salivarius",0.896666666666667,0.0176162803489651,0.426981388960465,0.0630995320937118
"7","A._odontolyticus",1.1725,0.371676270428985,0.371451972856189,0.286107759408
"7","B._adolescentis",1.144,0.510541868998028,0.396717192626633,0.224577698088548
"7","B._crossotus",0,NA,0,NA
"7","B._hansenii",0.4595,0.0551203229308392,0.143132940641404,0.021500272540792
"7","B._longum_subsp._longum",0,NA,0,NA
"7","B._thetaiotaomicron",0.17375,0.164402326625872,0.0175549016005954,0.000860446564484206
"7","B._uniformis",0,NA,0,NA
"7","B._vulgatus",0.6385,0.0435344691020805,0.181558048475696,0.0278310924798691
"7","C._bolteae",0,NA,0,NA
"7","C._comes",0.98125,0.0177270979012358,0.16194730075,0.0692654830155907
"7","C._perfringens_S107",0.625666666666667,0.0916642423921855,0.292069248356977,0.0443653514872313
"7","C._ramosum",0.695,0.326023005323244,0.170203991936922,0.106518086995112
"7","C._saccharolyticum",0.5182,0.146874776595575,0.0808273097945173,0.0515573179411973
"7","D._piger",0,NA,0,NA
"7","E._lenta",0,NA,0,NA
"7","E._rectale",0,NA,0,NA
"7","E._siraeum",0,NA,0,NA
"7","F._nucleatum_subsp._animalis",0,NA,0,NA
"7","F._nucleatum_subsp._nucleatum",0,NA,0,NA
"7","H._parainfluenzae",0,NA,0,NA
"7","L._gasseri",0,NA,0,NA
"7","L._lactis",0.603666666666667,0.202968798915827,0.229271614535227,0.0448034021877069
"7","L._paracasei",0.551,0.057974132162543,0.125049062407955,0.0265925273053474
"7","L._plantarum",0.647,0.0568242905807015,0.193649363794324,0.0367938233005319
"7","P._copri",0,NA,0,NA
"7","C._difficile",0.362666666666667,0.0674728340395846,0.0448013152431253,0.0251373095223451
"7","P._melaninogenica",0,NA,0,NA
"7","R._gnavus",0.669125,0.0421631256747726,0.20157051777517,0.0218189439317295
"7","S._salivarius",0.707833333333333,0.0855370290186264,0.391460079014151,0.123426554454312
"8","A._odontolyticus",1.46433333333333,0.381000087489054,0.206532564585432,0.114969414095064
"8","B._adolescentis",1.20166666666667,0.57265725642249,0.227815308018312,0.118253611685252
"8","B._crossotus",0,NA,0,NA
"8","B._hansenii",0.49,0.199404112294606,0.0613151159050962,0.0318097813418789
"8","B._longum_subsp._longum",0.2875,0.0728319984622144,0.0299312965,0.000862038826691989
"8","B._thetaiotaomicron",0.893,0.268475324750712,0.0814269430962522,0.0522990777872076
"8","B._uniformis",0,NA,0,NA
"8","B._vulgatus",0.7705,0.0951695854777144,0.188366461244261,0.0369070821915595
"8","C._bolteae",0.260166666666667,0.108319358072938,0.0511047652268672,0.025108049682259
"8","C._comes",0.8957,0.462281515961865,0.178714936797086,0.101337102562378
"8","C._perfringens_S107",0.6815,0.0825181798151171,0.299064141162479,0.0197431337781185
"8","C._ramosum",0.936,0.31558992379352,0.304028230637099,0.143250538112378
"8","C._saccharolyticum",0.86175,0.0558591979892301,0.0840874236630339,0.0247498326892526
"8","D._piger",0,NA,0,NA
"8","E._lenta",0,NA,0,NA
"8","E._rectale",0,NA,0,NA
"8","E._siraeum",0,NA,0,NA
"8","F._nucleatum_subsp._animalis",0,NA,0,NA
"8","F._nucleatum_subsp._nucleatum",0,NA,0,NA
"8","H._parainfluenzae",0,NA,0,NA
"8","L._gasseri",0,NA,0,NA
"8","L._lactis",0.533666666666667,0.0447474394053261,0.178831630685756,0.00376427783566839
"8","L._paracasei",0.722333333333333,0.110535439264217,0.144028337824157,0.0159513752569837
"8","L._plantarum",0.764833333333333,0.130169440858188,0.173542065962047,0.0249951076495931
"8","P._copri",0,NA,0,NA
"8","C._difficile",0.326833333333333,0.0598880900791913,0.0522826756275112,0.0105581374065448
"8","P._melaninogenica",0,NA,0,NA
"8","R._gnavus",0.733333333333333,0.0629490534744831,0.202033855,0.0251657507212917
"8","S._salivarius",0.7475,0.0747612867733027,0.299372739207532,0.0315574437764191
"9","A._odontolyticus",0,NA,0,NA
"9","B._adolescentis",0,NA,0,NA
"9","B._crossotus",0,NA,0,NA
"9","B._hansenii",0.130833333333333,0.0725677844041923,0.0172898920520667,0.011336975857042
"9","B._longum_subsp._longum",0,NA,0,NA
"9","B._thetaiotaomicron",0,NA,0,NA
"9","B._uniformis",0,NA,0,NA
"9","B._vulgatus",0,NA,0,NA
"9","C._bolteae",0,NA,0,NA
"9","C._comes",0.1838,0.0229281486387366,0.0672305760609313,0.0199467645334002
"9","C._perfringens_S107",0.2125,0.049099388998235,0.0574802660903675,0.0264169366941745
"9","C._ramosum",0,NA,0,NA
"9","C._saccharolyticum",0,NA,0,NA
"9","D._piger",0,NA,0,NA
"9","E._lenta",0,NA,0,NA
"9","E._rectale",0,NA,0,NA
"9","E._siraeum",0,NA,0,NA
"9","F._nucleatum_subsp._animalis",0,NA,0,NA
"9","F._nucleatum_subsp._nucleatum",0,NA,0,NA
"9","H._parainfluenzae",0,NA,0,NA
"9","L._gasseri",0,NA,0,NA
"9","L._lactis",0,NA,0,NA
"9","L._paracasei",0.1325,0.0372525166935068,0.0183382561785299,0.00802049686980265
"9","L._plantarum",0,NA,0,NA
"9","P._copri",0,NA,0,NA
"9","C._difficile",0.142,0.00424264068711927,0.016980131,0.00564938295924236
"9","P._melaninogenica",0,NA,0,NA
"9","R._gnavus",0,NA,0,NA
"9","S._salivarius",0,NA,0,NA
"1","E._coli_spp",0.139185185185185,0.0526366303438649,0.0139654503652485,0.0113868756820721
"10","E._coli_spp",0.597833333333333,0.0892781025258591,0.109921223160712,0.0454443543535249
"11","E._coli_spp",0.585212962962963,0.0601399483069031,0.146566480633458,0.0393585903459109
"13","E._coli_spp",0.311324074074074,0.0419460731730448,0.038672397873512,0.00870150826829923
"14","E._coli_spp",0.318865740740741,0.115567194995975,0.0681908191476349,0.0344246292007321
"15B","E._coli_spp",0,NA,0,NA
"16","E._coli_spp",0,NA,0,NA
"2","E._coli_spp",0.488606481481481,0.145435386738451,0.13410337787744,0.0381042674969667
"3","E._coli_spp",0.56942962962963,0.0722527064813613,0.170891748013855,0.0389860438173977
"4","E._coli_spp",0.49052962962963,0.0742494901220451,0.122885967025177,0.0332750052415141
"5","E._coli_spp",0.779818518518518,0.066615722336753,0.176136423938772,0.051358537713492
"7","E._coli_spp",0.534722222222222,0.0739612939979935,0.164624292634095,0.0369172757887555
"8","E._coli_spp",0.55477037037037,0.0955333692877672,0.145191336971006,0.0162530925776096
"9","E._coli_spp",0.119283333333333,0.0153576611770617,0.0148580161801436,0.00519986868585104
"1","B._animalis_subsp._lactis_spp",0,NA,0,NA
"10","B._animalis_subsp._lactis_spp",0.237666666666666,0.168431984294353,0.051256575451615,0.0289292147303272
"11","B._animalis_subsp._lactis_spp",0.1965,0.383251875403109,0.05365445625,0.119478864787907
"13","B._animalis_subsp._lactis_spp",0,NA,0,NA
"14","B._animalis_subsp._lactis_spp",0,NA,0,NA
"15B","B._animalis_subsp._lactis_spp",0,NA,0,NA
"16","B._animalis_subsp._lactis_spp",0,NA,0,NA
"2","B._animalis_subsp._lactis_spp",0.38385,0.18520245678716,0.080376708550926,0.0614299395841069
"3","B._animalis_subsp._lactis_spp",0.244833333333334,0.144139978261873,0.056983879321946,0.0632161841010931
"4","B._animalis_subsp._lactis_spp",0.288833333333333,0.0981546398971201,0.086198064818964,0.0751584449890295
"5","B._animalis_subsp._lactis_spp",0.318875,0.183494209717909,0.0479205376701803,0.0267196810472319
"7","B._animalis_subsp._lactis_spp",0.206333333333334,0.0724177694584232,0.058029530038582,0.0550332033207445
"8","B._animalis_subsp._lactis_spp",0.229333333333334,0.127774541021807,0.0623066724104785,0.0433200363925954
"9","B._animalis_subsp._lactis_spp",0,NA,0,NA
"1","S._typhimurium_spp",0.145416666666667,0.0442955101316103,0.0181727206675087,0.0136894974520685
"10","S._typhimurium_spp",0.642666666666666,0.163556735843232,0.0889591297611395,0.0360375122835282
"11","S._typhimurium_spp",0.744416666666667,0.143376243901985,0.132617499667744,0.0261358142690611
"13","S._typhimurium_spp",0.317666666666666,0.031017803159108,0.0405244104073809,0.00702070086151504
"14","S._typhimurium_spp",0.25375,0.0921888098242948,0.0458579321671676,0.024785935530497
"15B","S._typhimurium_spp",0,NA,0,NA
"16","S._typhimurium_spp",0,NA,0,NA
"2","S._typhimurium_spp",0.4755,0.0985947380598048,0.136358805840366,0.0509043574076761
"3","S._typhimurium_spp",0.71725,0.0710686579823896,0.133416808622198,0.025928605608478
"4","S._typhimurium_spp",0.558166666666666,0.0530942864029233,0.118043150117824,0.0163439271422814
"5","S._typhimurium_spp",0.753833333333333,0.0551603545640012,0.16478867806535,0.0303170805777028
"7","S._typhimurium_spp",0.797000000000001,0.187897130694316,0.143640654794887,0.0573033831596153
"8","S._typhimurium_spp",0.7155,0.0641776727067627,0.143694374739717,0.0379898971048601
"9","S._typhimurium_spp",0.0866666666666665,0.0346458270695525,0.00927443921304205,0.00325902822399729
"1","V._cholerae_spp",0.12,NA,0.020624703073702,NA
"10","V._cholerae_spp",0.343666666666667,0.191797555103108,0.0548942114671542,0.0344284947262964
"11","V._cholerae_spp",0.291216666666667,0.0866536450010647,0.0355138949532074,0.0222383994860917
"13","V._cholerae_spp",0.2024375,0.0300239109867046,0.0319524563674876,0.0172870188318155
"14","V._cholerae_spp",0.223916666666667,0.0399813616452036,0.0283670537449523,0.0100632772193833
"15B","V._cholerae_spp",0,NA,0,NA
"16","V._cholerae_spp",0,NA,0,NA
"2","V._cholerae_spp",0.532566666666667,0.0676227668496596,0.106939986000797,0.0292488070143998
"3","V._cholerae_spp",0.33785,0.0903358198840319,0.0577284664938897,0.0355331923078847
"4","V._cholerae_spp",0.26225,0.0864366303330437,0.0309162000588393,0.0179171110202278
"5","V._cholerae_spp",0.456166666666666,0.0606469511024077,0.140285007263616,0.0274897079204322
"7","V._cholerae_spp",0.3589,0.0601630576259475,0.055583250320524,0.0190191657805453
"8","V._cholerae_spp",0.360333333333334,0.127744739118277,0.0598508959687116,0.0231508108911069
"9","V._cholerae_spp",0,NA,0,NA
"1","B._fragilis_spp",0,NA,0,NA
"10","B._fragilis_spp",0.17675,0.31749094475276,0.030546893472578,0.0770401621144579
"11","B._fragilis_spp",0.627541666666666,0.1409846223453,0.0528086110158184,0.0397171884066481
"13","B._fragilis_spp",0.3501,0.235975197254068,0.0369869052602679,0.0406575475985256
"14","B._fragilis_spp",0.1055,NA,0.00752997092269665,NA
"15B","B._fragilis_spp",0,NA,0,NA
"16","B._fragilis_spp",0,NA,0,NA
"2","B._fragilis_spp",0.26625,0.0586898628384835,0.0091051741394663,0.000476852798435156
"3","B._fragilis_spp",0.587125,0.21867277208194,0.0721494380037039,0.0608868953081256
"4","B._fragilis_spp",0.703375,0.126551232147669,0.0699567853017533,0.0552956023139814
"5","B._fragilis_spp",0.76725,0.147901876869257,0.0773296488499736,0.0501838178737556
"7","B._fragilis_spp",0.651166666666666,0.0821898179089353,0.0571942349479417,0.0305694733529215
"8","B._fragilis_spp",0.885333333333334,0.188151475672201,0.162532639241047,0.132048792357338
"9","B._fragilis_spp",0,NA,0,NA
